Category;Screen;HMI_Object;PLC_Tag_or_Path;DataType;Address_or_DB;Access;Notes
01_Operate;Operate;Lamp Paket für Hochregal;Paket_Fuer_Hochregal;Bool;%M62.1;R;
01_Operate;Operate;Lamp RFID 5b bereit;RFID_5b_Bereit;Bool;%M65.4;R;
01_Operate;Operate;Lamp RFID 5b gültig;RFID_5b_Gueltig;Bool;%M65.5;R;
01_Operate;Operate;Lamp RFID 5b Fehler;RFID_5b_Fehler;Bool;%M65.6;R;
02_Setup;Setup;IO Ist_X;Ist_X;Real;%MD96;R;
02_Setup;Setup;IO Ist_Z;Ist_Z;Real;%MD100;R;
02_Setup;Setup;IO Soll X;HMI_Soll_X;Real;%MD152;RW;Einricht manual target → crane
02_Setup;Setup;IO Soll Z;HMI_Soll_Z;Real;%MD156;RW;Einricht manual target → crane
02_Setup;Setup;IO Jog Step;HMI_Jog_Step;Real;%MD160;RW;± step size (default 0.01)
02_Setup;Setup;Btn Ist→Soll;HMI_Copy_Ist_to_Soll;Bool;%M61.7;Momentary;Copy Ist to Soll
02_Setup;Setup;Btn X+;HMI_Soll_X_Plus;Bool;%M65.7;Momentary;Soll X + step
02_Setup;Setup;Btn X−;HMI_Soll_X_Minus;Bool;%M66.0;Momentary;Soll X − step
02_Setup;Setup;Btn Z+;HMI_Soll_Z_Plus;Bool;%M66.1;Momentary;Soll Z + step
02_Setup;Setup;Btn Z−;HMI_Soll_Z_Minus;Bool;%M66.2;Momentary;Soll Z − step
02_Setup;Setup;IO Home_X;Home_X;Real;%MD112;RW;
02_Setup;Setup;IO Home_Z;Home_Z;Real;%MD116;RW;
02_Setup;Setup;IO Ausgabe_X;Ausgabe_X;Real;%MD120;RW;
02_Setup;Setup;IO Ausgabe_Z;Ausgabe_Z;Real;%MD124;RW;
02_Setup;Setup;IO Band_X;Band_X;Real;%MD164;RW;Loading conveyor teach X
02_Setup;Setup;IO Band_Z;Band_Z;Real;%MD168;RW;Loading conveyor teach Z (0 → Automatik uses 0.19)
02_Setup;Setup;Btn Ist→Band;HMI_Copy_Ist_to_Band;Bool;%M66.3;Momentary;Copy Ist_X/Z to Band_X/Z (Einricht)
02_Setup;Setup;IO Pitch_X;HMI_Pitch_X;Real;%MD84;RW;
02_Setup;Setup;IO Pitch_Z;HMI_Pitch_Z;Real;%MD88;RW;
02_Setup;Setup;IO Spalten;HMI_Spalten;Int;%MW92;RW;Default 6
02_Setup;Setup;IO Spalten_Rechts;HMI_Spalten_Rechts;Int;%MW94;RW;Default 3
02_Setup;Setup;IO Fachnummer;HMI_Fachnummer;UInt;%MW80;RW;Same as Operate
02_Setup;Setup;Btn Pos speichern;HMI_Pos_Speichern;Bool;%M60.6;Momentary;Einricht only
02_Setup;Setup;Btn Raster berechnen;HMI_Raster_Berechnen;Bool;%M60.7;Momentary;Einricht only
02_Setup;Setup;Btn Initialisieren;HMI_Initialisieren;Bool;%M60.4;Momentary;Einricht only
